Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,tconst,has_omdb_data,Season,Episode,seriesID,totalSeasons
Baby Daddy,2016,N/A,04 May 2016,22 min,"Animation, Comedy, Family","Todd Kauffman, Mark Thornton",Alice Prodanou,"Kevin Duhaney, Lyon Smith","The animated adventures of Luc and Theo, two friends who are stuck in a time loop where every day is the same Monday! The guys fix the broken sprinkler system and reveal Splash Hanna's true identity.",N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BZjkyZmRmZWYtMjUzOS00NTIyLTkwZWQtZDAzNGMwMjExNWIwXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg,[],N/A,N/A,N/A,tt5853208,episode,,,,,True,tt5853208,True,1,12,tt5116628,
The Angriest Man in Brooklyn,2014,R,23 May 2014,83 min,"Comedy, Drama",Phil Alden Robinson,"Daniel Taplitz, Assi Dayan","Robin Williams, Mila Kunis, Peter Dinklage",A perpetually angry man is informed he has 90 minutes to live and promptly sets out to reconcile with his family and friends in the short time he has left.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMjAxMTU5Mjk4OF5BMl5BanBnXkFtZTgwMTM4NDQ3MTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '9%'}, {'Source': 'Metacritic', 'Value': '21/100'}]",21,5.7,"25,151",tt1294970,movie,N/A,N/A,N/A,N/A,True,tt1294970,True,,,,
The Great Gilly Hopkins,2016,N/A,13 Oct 2016,N/A,Documentary,David Freydt,N/A,N/A,N/A,N/A,N/A,N/A,N/A,[],N/A,N/A,N/A,tt7048532,episode,,,,,True,tt7048532,True,10,86,tt2136662,
One Day at a Time,2017–2020,TV-PG,06 Jan 2017,2 min,"Comedy, Drama",N/A,"Gloria Calderón Kellett, Mike Royce","Justina Machado, Todd Grinnell, Isabella Gomez","Follows three generations of the same Cuban-American family living in the same house: a newly divorced former military mother, her teenage daughter and tween son, and her old-school mother.","English, Spanish",United States,Won 2 Primetime Emmys. 14 wins & 53 nominations total,https://m.media-amazon.com/images/M/MV5BMTU2OTQ5NDY5Nl5BMl5BanBnXkFtZTgwNTE2NzU2NDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}]",N/A,8.1,"18,782",tt5339440,series,,,,,True,tt5339440,True,,,,4
Better Off Single,2016,Not Rated,07 Oct 2016,85 min,Comedy,Benjamin Cox,Benjamin Cox,"Aaron Tveit, Abby Elliott, Lauren Miller Rogen","""Better Off Single"" is the NYC dating comedy that follows one man's hallucination-fueled post-breakup quest to find new love...and himself.",English,United States,1 nomination total,https://m.media-amazon.com/images/M/MV5BMjMwNTM5MDk0Ml5BMl5BanBnXkFtZTgwNDI2MDUxOTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}]",N/A,4.4,877,tt2081374,movie,N/A,N/A,N/A,N/A,True,tt2081374,True,,,,
The Matchbreaker,2016,PG,06 Dec 2016,94 min,"Comedy, Romance",Caleb Vetter,"Caleb Vetter, Wesley Elder, Marshal Younger","Wesley Elder, Christina Grimmie, Osric Chau",A young professional breakup artist reaches a crisis when the girl he's hired to target is the girl he's always wanted.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZjI3NDk3MDgtOThiZC00Y2JmLWEwODAtNWYxOWM5YTc5NmUzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}]",N/A,5.6,"2,931",tt4269746,movie,06 Dec 2016,N/A,N/A,N/A,True,tt4269746,True,,,,
Slam,2017–,N/A,02 Oct 2017,N/A,Game-Show,N/A,N/A,Eleni Tsolaki,N/A,Greek,"France, Greece",N/A,https://m.media-amazon.com/images/M/MV5BNWQzMGRhMWItOWFhYi00MmZhLWExYjAtZTcwMDVjOTQzYjg4XkEyXkFqcGdeQXVyNjY0NzU4Nzc@._V1_SX300.jpg,[],N/A,N/A,N/A,tt7503744,series,,,,,True,tt7503744,True,,,,N/A
The Waterboy,1998,PG-13,06 Nov 1998,90 min,"Comedy, Sport",Frank Coraci,"Tim Herlihy, Adam Sandler","Adam Sandler, Kathy Bates, Henry Winkler",A waterboy for a college football team discovers he has a unique tackling ability and becomes a member of the team.,English,United States,6 wins & 6 nominations total,https://m.media-amazon.com/images/M/MV5BZTQxMWE5ZTEtYzI1OC00NDdkLWI0YjUtMTk4NjU0YWI4YjY0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",41,6.2,"189,980",tt0120484,movie,N/A,"$161,491,646",N/A,N/A,True,tt0120484,True,,,,
10 Things I Hate About You,1999,PG-13,31 Mar 1999,97 min,"Comedy, Drama, Romance",Gil Junger,"Karen McCullah, Kirsten Smith, William Shakespeare","Heath Ledger, Julia Stiles, Joseph Gordon-Levitt","A high-school boy, Cameron, cannot date Bianca until her anti-social older sister, Kat, has a boyfriend. So, Cameron pays a mysterious boy, Patrick, to charm Kat.","English, French",United States,2 wins & 13 nominations total,https://m.media-amazon.com/images/M/MV5BOTQwYmRhNGQtODI2Mi00ZTRlLTk0Y2QtY2NkNjE1MGNhNTgwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",70,7.4,"438,507",tt0147800,movie,N/A,"$38,178,166",N/A,N/A,True,tt0147800,True,,,,
Grease,1978,PG,16 Jun 1978,110 min,"Comedy, Musical, Romance",Randal Kleiser,"Jim Jacobs, Warren Casey, Bronte Woodard","John Travolta, Olivia Newton-John, Stockard Channing","Good girl Sandy Olsson and greaser Danny Zuko fell in love over the summer. When they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance?",English,United States,Nominated for 1 Oscar. 8 wins & 10 nominations total,https://m.media-amazon.com/images/M/MV5BNGY0NzE0ZTctN2YzNC00M2IwLWI0OWYtMTAwZWU2NjZhMTQwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",70,7.2,"323,963",tt0077631,movie,N/A,"$190,071,103",N/A,N/A,True,tt0077631,True,,,,
How to Lose a Guy in 10 Days,2003,PG-13,07 Feb 2003,116 min,"Comedy, Romance",Donald Petrie,"Michele Alexander, Jeannie Long, Kristen Buckley","Kate Hudson, Matthew McConaughey, Adam Goldberg","An advertising executive and ladies' man, to win a big campaign, bets that he can make a woman fall in love with him in 10 days.",English,"Germany, United States",1 win & 8 nominations total,https://m.media-amazon.com/images/M/MV5BMjE4NTA1NzExN15BMl5BanBnXkFtZTYwNjc3MjM3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45,6.5,"309,600",tt0251127,movie,N/A,"$105,813,373",N/A,N/A,True,tt0251127,True,,,,
The Benchwarmers,2006,PG-13,07 Apr 2006,85 min,"Comedy, Sport",Dennis Dugan,"Allen Covert, Nick Swardson","David Spade, Jon Heder, Rob Schneider",A trio of guys try and make up for missed opportunities in childhood by forming a three-player baseball team to compete against standard children's Little League squads.,"English, Spanish",United States,7 nominations total,https://m.media-amazon.com/images/M/MV5BMTcxMzg3NDQwNl5BMl5BanBnXkFtZTcwMjk1ODQzMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '25/100'}]",25,5.6,"57,779",tt0437863,movie,N/A,"$59,843,754",N/A,N/A,True,tt0437863,True,,,,
Step Up,2006,PG-13,11 Aug 2006,104 min,"Crime, Drama, Music",Anne Fletcher,"Duane Adler, Melissa Rosenberg","Channing Tatum, Jenna Dewan, Damaine Radcliff",A troubled guy but a gifted dancer attracts the attention of a talented ballerina at a Maryland school.,English,United States,1 win & 3 nominations total,https://m.media-amazon.com/images/M/MV5BYjFmOTU4MjgtNzFkNy00NDZlLThkMDUtNTExNTk1ZjhhZjNhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,6.5,"132,872",tt0462590,movie,N/A,"$65,328,121",N/A,N/A,True,tt0462590,True,,,,
High School Musical 2,2007,TV-G,17 Aug 2007,104 min,"Comedy, Drama, Family",Kenny Ortega,Peter Barsocchini,"Zac Efron, Vanessa Hudgens, Ashley French",School's out for summer and the East High Wildcats are ready to make it the time of their lives after landing jobs in a wealthy country club owned by Sharpay and Ryan's family.,English,United States,Nominated for 2 Primetime Emmys. 5 wins & 10 nominations total,https://m.media-amazon.com/images/M/MV5BNjI5ODI4NTc1MF5BMl5BanBnXkFtZTgwMDg3ODYzMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}]",N/A,5.3,"71,365",tt0810900,movie,N/A,N/A,N/A,N/A,True,tt0810900,True,,,,
Twilight,2008,PG-13,21 Nov 2008,122 min,"Drama, Fantasy, Romance",Catherine Hardwicke,"Melissa Rosenberg, Stephenie Meyer","Kristen Stewart, Robert Pattinson, Billy Burke","When Bella Swan moves to a small town in the Pacific Northwest, she falls in love with Edward Cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire.",English,"United States, United Kingdom",34 wins & 16 nominations total,https://m.media-amazon.com/images/M/MV5BMTQ2NzUxMTAxN15BMl5BanBnXkFtZTcwMzEyMTIwMg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,5.4,"522,520",tt1099212,movie,N/A,"$195,553,813",N/A,N/A,True,tt1099212,True,,,,
Coraline,2009,PG,06 Feb 2009,100 min,"Animation, Drama, Family",Henry Selick,"Henry Selick, Neil Gaiman","Dakota Fanning, Teri Hatcher, John Hodgman","Wandering her rambling old house in her boring new town, a young girl discovers a hidden door to a strangely idealized version of her life that seems too good to be true.","English, Russian",United States,Nominated for 1 Oscar. 8 wins & 46 nominations total,https://m.media-amazon.com/images/M/MV5BMzQxNjM5NzkxNV5BMl5BanBnXkFtZTcwMzg5NDMwMg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",80,7.8,"297,596",tt0327597,movie,N/A,"$116,896,576",N/A,N/A,True,tt0327597,True,,,,
Hannah Montana: The Movie,2009,G,10 Apr 2009,102 min,"Comedy, Drama, Family",Peter Chelsom,"Dan Berendsen, Michael Poryes, Richard Correll","Miley Cyrus, Emily Osment, Billy Ray Cyrus","As Hannah Montana's popularity begins to take over her life, Miley Stewart, on the urging from her father takes a trip to her hometown of Crowley Corners, Tennessee to get some perspective on what matters in life the most.",English,United States,6 wins & 11 nominations total,https://m.media-amazon.com/images/M/MV5BMTkxNjUxODY3NF5BMl5BanBnXkFtZTcwMjQyMzMzMg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47,4.7,"47,336",tt1114677,movie,N/A,"$79,576,189",N/A,N/A,True,tt1114677,True,,,,
StarStruck,2010,TV-G,14 Feb 2010,90 min,"Comedy, Family, Music",Michael Grossman,"Barbara Johns, Annie DeYoung","Sterling Knight, Danielle Campbell, Maggie Castle","Jessica Olsen was expecting a normal trip to California with her family to visit her grandma. However, she agrees to join her older sister to find famous pop star Christopher Wilde.",English,United States,2 nominations total,https://m.media-amazon.com/images/M/MV5BMjU4MjZjZGMtMmMxMC00NGE1LWIzNDQtMWE1NmM1YjYzOTk4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",N/A,6.1,"18,441",tt1579247,movie,N/A,N/A,N/A,N/A,True,tt1579247,True,,,,
Mean Girls 2,2011,PG-13,23 Jan 2011,96 min,"Comedy, Drama",Melanie Mayron,"Cliff Ruby, Elana Lesser, Allison Schroeder","Meaghan Martin, Donn Lamkin, Linden Ashby","The Plastics are back in the long-awaited follow-up to the smash hit Mean Girls - and now the clique is more fashionable, funny and ferocious than ever.",English,United States,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMTYzMjUxNjQ3OF5BMl5BanBnXkFtZTcwMzgyMTkyNA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.1/10'}]",N/A,4.1,"27,202",tt1679235,movie,N/A,N/A,N/A,N/A,True,tt1679235,True,,,,
Hart of Dixie,2014,TV-PG,13 Jan 2014,60 min,Talk-Show,Debbie Miller,N/A,"Wendy Williams, Rachel Bilson, David Meister",N/A,N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMTkyZGVhYzctNDFmMS00YjIyLWFjZDktYzY3Y2E3MzU0NTZiXkEyXkFqcGdeQXVyMTg1MjA1Mjk@._V1_SX300.jpg,[],N/A,N/A,N/A,tt3433848,episode,,,,,True,tt3433848,True,5,86,tt1261356,
Safe Haven,2013,PG-13,14 Feb 2013,115 min,"Drama, Romance, Thriller",Lasse Hallström,"Dana Stevens, Gage Lansky, Nicholas Sparks","Julianne Hough, Josh Duhamel, Cobie Smulders","A young woman with a mysterious past lands in Southport, North Carolina where her bond with a widower forces her to confront the dark secret that haunts her.","English, Portuguese",United States,3 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BMTg4MzcxODA3OV5BMl5BanBnXkFtZTcwMTYzNDkwOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",34,6.7,"119,882",tt1702439,movie,N/A,"$71,349,120",N/A,N/A,True,tt1702439,True,,,,
The Night Shift,2016,N/A,14 Jul 2016,N/A,"Drama, Sci-Fi",Adam Gold,Adam Gold,"Boston Rush Freeman, Kirsten Dwyer, Hunter Ridenour, Steven Cloyes",N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt5001390,movie,N/A,N/A,N/A,N/A,True,tt5001390,True,,,,
Reign,2015,N/A,16 Jun 2015,70 min,Drama,Corey Misquita,Corey Misquita,"Jordan Todosey, Samantha Weinstein, Julian Richings",Follows two long time best friends and their relationship as it begins to deteriorate when one of them becomes the bully and the other a victim.,English,Canada,3 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BOWZiM2Y3YmItZTU3Ni00ZTZlLWJlZmQtZTFjMzNhNDcyMWM3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}]",N/A,7.7,26,tt3918010,movie,N/A,N/A,N/A,N/A,True,tt3918010,True,,,,
Gilmore Girls: A Year in the Life,2016,TV-14,25 Nov 2016,2 min,"Comedy, Drama",N/A,Amy Sherman-Palladino,"Lauren Graham, Alexis Bledel, Scott Patterson","Set nearly a decade after the finale of the original series, this revival follows Lorelai, Rory and Emily Gilmore through four seasons of change.",English,United States,6 nominations total,https://m.media-amazon.com/images/M/MV5BODM1OTk4MDY2M15BMl5BanBnXkFtZTgwOTEwNzczMDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",N/A,7.4,"49,091",tt5435008,series,,,,,True,tt5435008,True,,,,1
The Wedding Planner,2001,PG-13,26 Jan 2001,103 min,"Comedy, Romance",Adam Shankman,"Pamela Falk, Michael Ellis","Jennifer Lopez, Matthew McConaughey, Bridgette Wilson-Sampras",Mary Fiore is San Francisco's most successful supplier of romance and glamor. She knows all the tricks. She knows all the rules. But then she breaks the most important rule of all: she falls in love with the groom.,"English, Italian","Germany, United States",2 wins & 6 nominations total,https://m.media-amazon.com/images/M/MV5BZmNkOGFiZjktMGFlZi00NGU2LThkYzUtOGFlZDExNDcxMzY2XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Metacritic', 'Value': '33/100'}]",33,5.4,"90,779",tt0209475,movie,N/A,"$60,400,856",N/A,N/A,True,tt0209475,True,,,,
Blow,2001,R,06 Apr 2001,124 min,"Biography, Crime, Drama",Ted Demme,"Bruce Porter, David McKenna, Nick Cassavetes","Johnny Depp, Penélope Cruz, Franka Potente","The story of how George Jung, along with the Medellín Cartel headed by Pablo Escobar, established the American cocaine market in the 1970s in the United States.",English,United States,3 wins & 9 nominations total,https://m.media-amazon.com/images/M/MV5BNTNkMzMwOWItM2FmYS00YmI2LWE4NjUtMmI5MDk0YTkwZjM2XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,7.5,"286,529",tt0221027,movie,N/A,"$52,990,775",N/A,N/A,True,tt0221027,True,,,,
High School Musical,2006,TV-G,20 Jan 2006,98 min,"Comedy, Drama, Family",Kenny Ortega,Peter Barsocchini,"Zac Efron, Vanessa Hudgens, Ashley French",A popular high school athlete and an academically gifted girl get roles in the school musical and develop a friendship that threatens East High's social order.,"English, Spanish",United States,Won 2 Primetime Emmys. 10 wins & 19 nominations total,https://m.media-amazon.com/images/M/MV5BNzA2MmIxYWUtOGRiYi00ZTVkLWE4YTQtY2MyN2I5ZmRmOTBjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}]",N/A,5.6,"104,403",tt0475293,movie,N/A,N/A,N/A,N/A,True,tt0475293,True,,,,
Bones,2016,N/A,01 Nov 2016,N/A,Horror,N/A,N/A,"Lorenz Abraham, Jesse Ridgway, Parker Zippel",N/A,N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMGMyOTA1NGUtOTFmYy00NWUxLTlhZjMtNTU0ZTliOWY3YmQxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjk3MjA4NDI@._V1_SX300.jpg,[],N/A,N/A,N/A,tt6525648,episode,,,,,True,tt6525648,True,1,28,tt6386434,
Revenge,2015,N/A,05 May 2015,45 min,"Documentary, History, War",N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMTE5ZWUxMmYtM2RiNi00MDE5LWE3NDctNTFiM2IxMTM4OTVkXkEyXkFqcGc@._V1_SX300.jpg,[],N/A,N/A,N/A,tt29352927,episode,,,,,True,tt29352927,True,1,6,tt26749166,
Scandal,2016,N/A,06 Apr 2016,N/A,Drama,Michael Selditch,N/A,"Luke Forbes, Chris Kies, Mo Rocca, Julie Tolivar",N/A,N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMTkxODIyNzA3Ml5BMl5BanBnXkFtZTgwODc5ODAyNTE@._V1_SX300.jpg,[],N/A,N/A,N/A,tt5267088,episode,,,,,True,tt5267088,True,2,17,tt4554780,
Magic Mike,2012,R,29 Jun 2012,110 min,"Comedy, Drama, Music",Steven Soderbergh,Reid Carolin,"Channing Tatum, Alex Pettyfer, Olivia Munn","A male stripper teaches a younger performer how to party, pick up women, and make easy money.",English,United States,10 wins & 14 nominations total,https://m.media-amazon.com/images/M/MV5BMTQzMDMzOTA5M15BMl5BanBnXkFtZTcwMjc4MTg4Nw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,6.1,"152,203",tt1915581,movie,N/A,"$113,781,613",N/A,N/A,True,tt1915581,True,,,,
Trouble with the Curve,2012,PG-13,21 Sep 2012,111 min,"Drama, Romance, Sport",Robert Lorenz,Randy Brown,"Clint Eastwood, Amy Adams, John Goodman","A daughter tries to remedy her dysfunctional relationship with her ailing father, a decorated baseball scout, by helping him in a recruiting trip which could be his last.",English,United States,2 wins & 1 nomination total,https://m.media-amazon.com/images/M/MV5BMTUwNjMyMzQ3M15BMl5BanBnXkFtZTcwMjcwNDMyOA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,6.8,"69,797",tt2083383,movie,N/A,"$35,763,137",N/A,N/A,True,tt2083383,True,,,,
Home,2015,N/A,01 Nov 2015,9 min,Short,Cole Bannick,Cole Bannick,"Josh Boggs, Sage Corradini, Ian Kairos",N/A,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BYTNlYTlmMDktYTdlMC00ODUwLWE3NDUtZmJiM2U4MjMzNmEwXkEyXkFqcGdeQXVyMTA3MTExNTIx._V1_SX300.jpg,[],N/A,N/A,N/A,tt10887760,movie,N/A,N/A,N/A,N/A,True,tt10887760,True,,,,
Skin Wars,2016,TV-PG,20 Apr 2016,60 min,Talk-Show,Debbie Miller,N/A,"Wendy Williams, Rebecca Romijn","Rebecca Romijn stops by to talk about her show, Skin Wars (2014), and her marriage to Jerry O'Connell; and Wendy dishes on ""Hot Topics"".",N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMTkyZGVhYzctNDFmMS00YjIyLWFjZDktYzY3Y2E3MzU0NTZiXkEyXkFqcGdeQXVyMTg1MjA1Mjk@._V1_SX300.jpg,[],N/A,N/A,N/A,tt5614574,episode,,,,,True,tt5614574,True,8,134,tt1261356,
Lost,2010,TV-PG,30 Apr 2010,44 min,"Drama, Sci-Fi",Rohn Schmidt,"Brad Wright, Robert C. Cooper, Martin Gero","Robert Carlyle, Louis Ferreira, Brian J. Smith","Still trapped on the planet after the Destiny has jumped, Lt. Scott, Sgt. Greer, Chloe and Eli try to find a way out of the underground maze. After one is caught in another cave in, the remaining three make their way to a gate but...",English,"Canada, United States",N/A,https://m.media-amazon.com/images/M/MV5BMTA4MTM5OTE0MDheQTJeQWpwZ15BbWU4MDY5Njc3NzIx._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",N/A,7.6,775,tt1452805,episode,,,,,True,tt1452805,True,1,15,tt1286039,
The Tudors,2010,TV-14,10 Sep 2010,51 min,Documentary,James Gray,N/A,"Alice Roberts, David Austin, Jemma Bezant","The Tudor period brought momentous changes to Britain. Prof. Roberts views excavations at Shakespeare's first theatre and at his home, finding clues about his frugality. She also uncovers the brutal realities of Henry VIII's dissolut",N/A,N/A,N/A,N/A,[],N/A,N/A,5,tt1724294,episode,,,,,True,tt1724294,True,1,4,tt1715425,
Charmed,2005,N/A,N/A,N/A,"Animation, Comedy",N/A,N/A,"Laura Torres, Cony Madera, María Fernanda Morales, Circe Luna",N/A,N/A,N/A,N/A,N/A,[],N/A,N/A,N/A,tt0950023,episode,,,,,True,tt0950023,True,2,8,tt0449706,
House of Cards,2016,TV-14,26 May 2016,42 min,"Crime, Mystery, Reality-TV",N/A,N/A,"Dianna Baumann, John Brown, Matt Frazier","In Tulsa, a lethal combination of guns and meth leaves a young man dead. Five potential witnesses tell fragmented stories which Detective Justin Ritter must piece together to reveal the real killer.",N/A,N/A,N/A,N/A,[],N/A,N/A,14,tt5720876,episode,,,,,True,tt5720876,True,N/A,N/A,N/A,
The Killing,2014,N/A,N/A,4 min,"Short, Crime, Drama",Blake Simon,Blake Simon,Peter Malone Elliott,"A non-linear, neo-noir tale of a sultry femme-fetal and a mysterious, violent man who find themselves on a collision course of fate.",English,United States,N/A,N/A,[],N/A,N/A,N/A,tt3781606,movie,N/A,N/A,N/A,N/A,True,tt3781606,True,,,,
Unconditional,2012,PG-13,21 Sep 2012,92 min,"Biography, Crime, Drama",Brent Mccorkle,Brent Mccorkle,"Lynn Collins, Michael Ealy, Bruce McGill","A woman's idyllic life is shattered when her husband is killed in a senseless act of violence. As she prepares to take matters into her own hands, two unexpected encounters begin to change everything.",English,United States,1 nomination total,https://m.media-amazon.com/images/M/MV5BMjcyNjY1NzYzOV5BMl5BanBnXkFtZTcwMzQyOTUzOA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}]",N/A,7.0,"5,050",tt1758610,movie,N/A,"$1,005,800",N/A,N/A,True,tt1758610,True,,,,
The Blacklist,2016,N/A,02 Jan 2016,N/A,N/A,N/A,Mantis Khiralla,Mantis Khiralla,N/A,N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BN2UyZDMxZjEtYzY0ZS00NWY1LTg4NzktMDZmZDdkMWI3ZTQxL2ltYWdlXkEyXkFqcGdeQXVyMzkzMjc1NQ@@._V1_SX300.jpg,[],N/A,N/A,N/A,tt6474096,episode,,,,,True,tt6474096,True,2,2,tt6450672,
Bitten,2016,N/A,10 Sep 2016,N/A,"Short, Horror",Christian Taylor Phillips,"Emily C. Jones, Orion Phillips II","Bryson Bond, Emily C. Jones, Orion Phillips II",N/A,N/A,United States,N/A,N/A,[],N/A,N/A,N/A,tt5554630,movie,N/A,N/A,N/A,N/A,True,tt5554630,True,,,,
London Has Fallen,2016,R,04 Mar 2016,99 min,"Action, Thriller",Babak Najafi,"Creighton Rothenberger, Katrin Benedikt, Christian Gudegast","Gerard Butler, Aaron Eckhart, Morgan Freeman","Whilst in London, England for the British Prime Minister's funeral, Mike Banning is caught up in a terrorist plot to assassinate all the attending world leaders in one strike.","English, Italian, French, Japanese","United States, United Kingdom, Bulgaria, India",1 win & 2 nominations total,https://m.media-amazon.com/images/M/MV5BMTY1ODY2MTgwM15BMl5BanBnXkFtZTgwOTY3Nzc3NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '28/100'}]",28,5.9,"179,714",tt3300542,movie,N/A,"$62,524,260",N/A,N/A,True,tt3300542,True,,,,
Bloodline,2016,N/A,11 Dec 2016,N/A,N/A,N/A,N/A,"Jenny Beverly, Drue Schaefer Crookston, Jessica Lorez",N/A,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMjNmNzZjNDItZDAxMS00ZmI1LWE2NDMtOWNmMWY2YTQxYzVlXkEyXkFqcGdeQXVyMjk1ODIyMTY@._V1_SX300.jpg,[],N/A,N/A,N/A,tt5009070,movie,N/A,N/A,N/A,N/A,True,tt5009070,True,,,,
